APO Catalog,,,,,,20041,,,,,,,Cernis-52,,,,,,,23180,,,,,,,281159,,,,,,,23512,,,,,,,24534,,,,,,,24912,,,,,,,28482,,,,,,,37061,,,,,,,37903,,,,,,,43384,,,,,,,147084,,,,,,,147889,,,,,,,148579,,,,,,,166734,,,,,,,168625,,,,,,,175156,,,,,,,183143,,,,,,,190603,,,,,,,194279,,,,,,,Cyg-OB2-5,,,,,,,Cyg-OB2-12,,,,,,,204827,,,,,,,206267,,,,,,,223385,,,,,,
idx,Wav,FWHM,FWHM,xm2,xm2,Mea Wav,Mea FWHM,UL,Mea EW,Mea Err,xm2,Result,Mea Wav,Mea FWHM,UL,Mea EW,Mea Err,xm2,Result,Mea Wav,Mea FWHM,UL,Mea EW,Mea Err,xm2,Result,Mea Wav,Mea FWHM,UL,Mea EW,Mea Err,xm2,Result,Mea Wav,Mea FWHM,UL,Mea EW,Mea Err,xm2,Result,Mea Wav,Mea FWHM,UL,Mea EW,Mea Err,xm2,Result,Mea Wav,Mea FWHM,UL,Mea EW,Mea Err,xm2,Result,Mea Wav,Mea FWHM,UL,Mea EW,Mea Err,xm2,Result,Mea Wav,Mea FWHM,UL,Mea EW,Mea Err,xm2,Result,Mea Wav,Mea FWHM,UL,Mea EW,Mea Err,xm2,Result,Mea Wav,Mea FWHM,UL,Mea EW,Mea Err,xm2,Result,Mea Wav,Mea FWHM,UL,Mea EW,Mea Err,xm2,Result,Mea Wav,Mea FWHM,UL,Mea EW,Mea Err,xm2,Result,Mea Wav,Mea FWHM,UL,Mea EW,Mea Err,xm2,Result,Mea Wav,Mea FWHM,UL,Mea EW,Mea Err,xm2,Result,Mea Wav,Mea FWHM,UL,Mea EW,Mea Err,xm2,Result,Mea Wav,Mea FWHM,UL,Mea EW,Mea Err,xm2,Result,Mea Wav,Mea FWHM,UL,Mea EW,Mea Err,xm2,Result,Mea Wav,Mea FWHM,UL,Mea EW,Mea Err,xm2,Result,Mea Wav,Mea FWHM,UL,Mea EW,Mea Err,xm2,Result,Mea Wav,Mea FWHM,UL,Mea EW,Mea Err,xm2,Result,Mea Wav,Mea FWHM,UL,Mea EW,Mea Err,xm2,Result,Mea Wav,Mea FWHM,UL,Mea EW,Mea Err,xm2,Result,Mea Wav,Mea FWHM,UL,Mea EW,Mea Err,xm2,Result,Mea Wav,Mea FWHM,UL,Mea EW,Mea Err,xm2,Result
,A,km/s,A,km/s,A,A,A,,mA,mA,A,,A,A,,mA,mA,A,,A,A,,mA,mA,A,,A,A,,mA,mA,A,,A,A,,mA,mA,A,,A,A,,mA,mA,A,,A,A,,mA,mA,A,,A,A,,mA,mA,A,,A,A,,mA,mA,A,,A,A,,mA,mA,A,,A,A,,mA,mA,A,,A,A,,mA,mA,A,,A,A,,mA,mA,A,,A,A,,mA,mA,A,,A,A,,mA,mA,A,,A,A,,mA,mA,A,,A,A,,mA,mA,A,,A,A,,mA,mA,A,,A,A,,mA,mA,A,,A,A,,mA,mA,A,,A,A,,mA,mA,A,,A,A,,mA,mA,A,,A,A,,mA,mA,A,,A,A,,mA,mA,A,,A,A,,mA,mA,A,
290,6330.03 ,34.81 ,0.73 ,14.10 ,0.30 ,6329.88,0.53,,8.7,0.5,0.23,D,6329.88,0.77,,6.1,0.9,0.26,D,6330.01,1.09,,3.5,0.3,0.36,D,6329.99,0.62,,6.2,0.4,0.26,D,,,1,1.2,,,L,6329.98,0.64,,5,0.3,0.33,D,6330.05,0.57,,4.3,0.2,0.24,D,,,1,2.8,,,L,6330.27,0.97,,1.4,0.3,0.29,D,,,1,1.4,,,L,6329.99,0.56,,11.1,0.7,0.31,D,,,1,4.1,,,L,6330.01,1.27,,3.9,0.8,0.43,D,6330.01,1.27,,3.9,0.8,0.43,D,6330.1,0.67,,21.8,0.8,0.29,D,6329.86,0.68,,20.2,1.1,0.28,D,6329.88,0.57,,4.1,0.4,0.23,D,6330.03,0.66,,16.1,0.1,0.27,D,6330.43,1.21,,7.2,0.6,0.39,D,6330.02,0.74,,13.4,0.4,0.35,D,6330.19,0.68,,15.9,0.8,0.43,D,6330.04,0.64,,14.8,0.6,0.29,D,6330.01,0.57,,8.9,0.8,0.26,D,6330.01,0.61,,4.5,0.3,0.25,D,6330.12,0.75,,11.2,0.4,0.34,D
291,6337.99 ,26.27 ,0.56 ,10.04 ,0.21 ,6337.88,0.48,,3.6,0.4,0.21,D,,,1,1.2,,,L,6338.02,0.26,,2.1,0.2,0.29,D,,,1,1.5,,,L,,,1,0.6,,,L,,,1,2.1,,,L,6337.88,0.46,,0.9,0.1,0.14,D,6337.87,0.79,,5.3,0.4,0.29,D,,,1,0.5,,,L,,,1,0.7,,,L,6337.86,0.56,,2.6,0.3,0.19,D,,,,,,,R,,,1,1.9,,,L,,,1,1.9,,,L,6338.05,0.45,,3.2,0.2,0.19,D,6338,1.1,,6.6,0.5,0.32,D,,,1,1.5,,,L,6338.01,0.46,,3,0.1,0.2,D,6338.02,0.37,,1.6,0.1,0.19,D,6337.84,0.43,,2.3,0.4,0.16,D,6338.12,0.81,,5.4,0.3,0.27,D,,,1,2.4,,,L,6338.02,0.68,,2.1,0.3,0.21,D,6338.03,0.49,,1.4,0.1,0.15,D,,,1,0.8,,,L
292,6350.73 ,25.98 ,0.55 ,10.26 ,0.22 ,6350.61,0.36,,1.7,0.1,0.12,D,6350.77,0.54,,5.9,1.6,0.25,D,6350.51,0.56,,1.8,0.3,0.31,D,,,1,1.3,,,L,,,1,1.3,,,L,,,1,1.5,,,L,,,1,1,,,L,,,1,1.3,,,L,6351.14,0.63,,1.9,0.3,0.2,D,,,1,0.7,,,L,,,1,2.8,,,L,,,,,,,R,,,1,1.9,,,L,,,1,1.9,,,L,,,1,4,,,L,6350.63,0.23,,4.6,0.9,0.14,D,,,1,1.1,,,L,6350.69,0.63,,6.3,0.2,0.22,D,,,1,1.9,,,L,,,1,2.3,,,L,6350.79,0.9,,3.9,0.5,0.28,D,,,1,3.7,,,L,,,1,1.5,,,L,,,1,2,,,L,,,1,5,,,L
293,6353.31 ,78.47 ,1.66 ,30.00 ,0.64 ,6353.33,1.92,,28.1,2.4,0.66,D,,,1,12.9,,,L,6353.13,1.2,,6,0.7,0.62,D,6353.34,1.9,,15.5,0.9,0.64,D,,,1,3.6,,,L,6353.5,1.85,,31.2,2.6,0.94,D,6353.19,1.16,,8.4,0.8,0.55,D,,,1,9.7,,,L,,,1,3.6,,,L,6353.02,2.48,,6.4,1,0.72,D,6353.26,1.88,,32.7,1.9,0.72,D,,,1,5.8,,,L,6353.29,1.26,,9.6,1.9,0.61,D,6353.29,1.26,,9.6,1.9,0.61,D,6353.48,2,,42.8,4.2,0.64,D,6353.24,1.46,,42.9,5,0.65,D,6353.1,0.92,,4.8,0.9,0.41,D,6353.6,1.92,,49.6,3.4,0.64,D,6353.54,2.4,,35.7,0.6,0.79,D,6353.04,1.54,,27.2,1.5,0.62,D,6353.39,1.93,,52.2,2.5,0.67,D,6353.38,1.92,,61.5,1.6,0.71,D,6353.35,1.63,,14.4,1,0.62,D,6353.4,1.99,,13.3,1.1,0.67,D,6353.45,1.87,,29.8,1.3,0.69,D
294,6355.42 ,33.73 ,0.71 ,12.62 ,0.27 ,,,1,2.7,,,L,,,1,5.4,,,L,6355.4,0.83,,1.7,0.4,0.28,D,6355.18,0.86,,4.4,0.3,0.31,D,,,1,1.1,,,L,,,1,1.8,,,L,,,1,1.3,,,L,,,1,5.8,,,L,,,1,1.3,,,L,,,1,1.3,,,L,6355.55,0.57,,3,0.7,0.26,D,,,,,,,R,,,1,1.6,,,L,,,1,1.6,,,L,6355.46,0.86,,5.7,1.1,0.26,D,6355.34,0.45,,7.5,1.7,0.24,D,6355.41,0.71,,1.7,0.4,0.26,D,6355.46,0.72,,7.3,1.5,0.29,D,6355.62,1.17,,11.3,0.9,0.4,D,,,,,,,R,6355.44,0.75,,6.1,0.9,0.26,D,6355.39,0.8,,6.3,0.9,0.24,D,6355.41,0.6,,3.4,0.7,0.25,D,6355.61,0.71,,2.8,0.5,0.29,D,,,1,2,,,L
295,6357.37 ,28.89 ,0.61 ,10.64 ,0.23 ,,,,,,,R,,,1,3.7,,,L,6357.38,0.53,,1.1,0.2,0.17,D,,,1,0.9,,,L,,,1,0.7,,,L,,,1,0.9,,,L,6357.39,0.49,,0.8,0.3,0.15,D,,,,,,,R,,,1,0.4,,,L,6357.42,0.83,,1.2,0.3,0.26,D,6357.17,0.04,,2.5,0.4,0.2,D,,,,,,,R,,,1,1.5,,,L,,,1,1.5,,,L,6357.26,0.91,,4.8,0.8,0.29,D,6357.55,0.74,,6.6,0.5,0.23,D,,,1,1.5,,,L,6357.35,0.85,,3.5,0.4,0.23,D,,,,,,,R,,,,,,,R,,,1,0.7,,,L,6357.4,0.59,,4.3,0.4,0.25,D,6357.44,0.53,,1.7,0.4,0.25,D,,,1,0.9,,,L,,,,,,,R
296,6358.36 ,33.69 ,0.71 ,14.48 ,0.31 ,6358.29,0.63,,3.7,0.6,0.27,D,,,1,4.6,,,L,6358.32,0.67,,1.8,0.3,0.26,D,,,1,2.1,,,L,,,1,0.9,,,L,,,1,2,,,L,,,1,1.5,,,L,,,1,2.6,,,L,,,1,0.7,,,L,,,1,1.5,,,L,6358.21,0.71,,5.9,0.6,0.29,D,,,1,1.9,,,L,,,1,2.7,,,L,,,1,2.7,,,L,6358.47,0.82,,9.1,0.9,0.33,D,6358.54,0.25,,8.6,2.5,0.34,D,6358.28,1.32,,4.9,0.1,0.47,D,6358.39,0.88,,9.1,1.1,0.33,D,,,,,,,R,6358.28,0.73,,3.4,0.3,0.24,D,6358.39,0.5,,4.7,0.5,0.23,D,6358.31,0.68,,8.3,0.4,0.24,D,6358.36,0.68,,5.5,0.6,0.31,D,,,1,0.9,,,L,,,1,2.2,,,L
297,6362.26 ,75.85 ,1.61 ,29.35 ,0.62 ,6362.23,1.39,,16.5,1.8,0.53,D,,,1,10.7,,,L,,,1,2.6,,,L,6362.4,1.13,,11.4,0.5,0.71,D,,,1,3.2,,,L,6362.53,2.23,,9.6,0.9,0.76,D,6362.31,1.79,,6.1,0.6,0.5,D,,,1,7.8,,,L,6362.38,1.23,,4.1,0.6,0.42,D,6362.04,1.41,,5.1,0.4,0.42,D,6362.43,1.9,,19.2,1.2,0.64,D,6362.5,1.5,1,20.9,0.8,0.59,C,6362.6,1.96,,8.2,1.8,0.61,D,6362.6,1.96,,8.2,1.8,0.61,D,6362.35,1.95,,40.7,1.9,0.83,D,6362,1.77,,39.7,1.4,0.77,D,6361.84,1.41,,3.7,0.6,0.44,D,6362.47,1.36,,29.2,0.6,0.64,D,6362.36,1.7,,10.3,1.3,0.53,D,6362.03,1.74,,17.5,0.7,0.59,D,6362.27,1.69,,32.8,3.1,0.61,D,6362.06,1.67,,40.1,1,0.73,D,6362.1,1.87,,11.8,1.1,0.73,D,6362.23,0.84,,9.3,0.7,0.6,D,6362.29,1.86,,28.2,2.1,0.84,D
298,6365.02 ,62.42 ,1.32 ,20.60 ,0.44 ,6364.8,1.04,,3.3,1.1,0.32,D,,,1,5.1,,,L,,,1,1.3,,,L,,,1,2.5,,,L,,,1,2,,,L,,,1,1.8,,,L,,,1,1,,,L,,,1,5.5,,,L,,,1,2.3,,,L,,,1,3.8,,,L,,,1,5,,,L,,,1,2.1,,,L,,,1,4.7,,,L,,,1,4.7,,,L,6364.84,0.84,,4.3,0.7,0.31,D,,,1,3.7,,,L,,,1,1.9,,,L,6365.11,1.36,,5.5,0.6,0.43,D,6364.94,1.46,,4.5,0.3,0.47,D,,,1,3,,,L,6365.1,1.46,,6.6,0.7,0.43,D,6365.1,1.3,,10.9,1.3,0.48,D,,,1,2.7,,,L,,,1,1.8,,,L,,,1,3.3,,,L
299,6367.30 ,24.41 ,0.52 ,9.87 ,0.21 ,6367.25,0.6,,14.5,0.5,0.23,D,6367.26,0.27,,6.9,0.9,0.13,D,6367.28,0.39,,2.4,0.2,0.14,D,6367.27,0.48,,6.4,0.2,0.17,D,,,1,0.4,,,L,6367.3,0.41,,4.6,0.2,0.16,D,6367.3,0.49,,3.4,0.4,0.17,D,6367.43,0.7,,10,0.8,0.27,D,6367.22,0.45,,1.1,0.2,0.25,D,,,1,0.5,,,L,6367.28,0.5,,10.8,0.3,0.21,D,6367.33,0.4,,3.8,0.3,0.2,D,,,1,1.1,,,L,,,1,1.1,,,L,6367.42,0.57,,23.3,0.4,0.21,D,6367.23,0.59,,27.7,0.8,0.24,D,6367.29,0.47,,4.3,0.2,0.17,D,6367.4,0.63,,18.7,0.9,0.24,D,6367.33,0.48,,5.2,0.5,0.21,D,6367.18,0.62,,11.9,0.2,0.24,D,6367.31,0.57,,15.4,1,0.22,D,6367.25,0.55,,23.3,0.3,0.24,D,6367.33,0.44,,11.1,0.5,0.17,D,6367.33,0.5,,6.8,0.2,0.23,D,6367.42,0.73,,9.8,0.5,0.27,D
300,6369.28 ,60.89 ,1.29 ,22.74 ,0.48 ,,,,,,,R,,,,,,,R,,,1,2.6,,,L,6369.53,1.16,,8.9,0.9,0.6,D,,,,,,,R,,,1,2.8,,,L,,,1,4.1,,,L,,,,,,,R,6369.44,0.87,,5.7,0.4,0.26,D,,,1,2.1,,,L,,,,,,,R,,,,,,,R,,,,,,,R,,,,,,,R,6369.42,1.69,,18.8,1.6,0.58,D,,,,,,,R,6369.17,1.19,,10.8,0.7,0.51,D,,,,,,,R,6369.26,1.48,,9.4,0.9,0.51,D,,,,,,,R,6369.12,1.42,,22.4,1.6,0.45,D,,,,,,,R,6369.07,1.39,,6.1,1.2,0.52,D,6369.07,1.27,,7.7,0.8,0.4,D,,,,,,,R
301,6374.68 ,28.82 ,0.61 ,10.47 ,0.22 ,6374.79,0.79,,2.1,0.5,0.25,D,,,1,2.7,,,L,6374.55,0.52,,1.9,0.2,0.23,D,,,1,1.9,,,L,,,,,,,R,,,1,1.3,,,L,6374.69,0.52,,2.2,0.6,0.2,D,,,1,5.7,,,L,,,1,1.1,,,L,,,1,0.4,,,L,,,1,1,,,L,,,1,3,,,L,,,1,4.6,,,L,,,1,4.6,,,L,,,1,2.5,,,L,,,1,2.6,,,L,,,1,0.4,,,L,,,1,2.6,,,L,,,1,1.6,,,L,,,1,2.6,,,L,6374.78,0.12,,4.4,1.2,0.31,D,,,1,0.5,,,L,6374.69,0.62,,2.1,0.4,0.21,D,,,1,1.6,,,L,,,,,,,R
302,6376.14 ,35.92 ,0.76 ,14.26 ,0.30 ,6376,0.91,,45.6,0.4,0.35,D,6376.03,0.7,,25.6,1.3,0.24,D,6376.1,0.6,,13.2,0.4,0.37,D,6376.07,0.74,,27.1,0.6,0.29,D,,,1,1.4,,,L,6376.03,0.58,,11.5,0.4,0.26,D,6376.07,0.67,,11.6,0.6,0.25,D,,,,,,,R,6375.91,1.48,,4.6,0.5,0.42,D,6376.04,0.81,,1.4,0.1,0.25,D,6376.33,0.7,,25.6,0.8,0.26,D,6377.07,0.38,,3.4,0.6,0.29,D,6375.97,0.75,,12.3,0.6,0.26,D,6375.97,0.75,,12.3,0.6,0.26,D,6376.19,0.79,,70.7,0.5,0.3,D,6376,0.69,,86.7,1.3,0.32,D,6376.07,0.67,,9.7,0.5,0.24,D,6376.23,0.88,,49.7,0.7,0.33,D,6376.17,0.81,,20.5,0.1,0.32,D,6376.01,0.99,,43.4,0.6,0.34,D,6376.07,0.72,,42.7,0.4,0.26,D,6376.26,0.73,,74,1.4,0.48,D,6376.1,0.71,,32,0.2,0.27,D,6376.09,0.69,,15.5,0.3,0.25,D,6376.27,0.86,,26.4,1.4,0.35,D
303,6377.07 ,26.69 ,0.57 ,12.38 ,0.26 ,6377.21,0.67,,18.5,0.3,0.34,D,6376.97,0.66,,10.6,1.1,0.27,D,6377.19,0.54,,3,0.2,0.18,D,6377.03,0.67,,10.7,0.5,0.28,D,,,1,0.8,,,L,6377,0.72,,5.7,0.2,0.25,D,6377.01,0.89,,3.6,0.4,0.26,D,,,,,,,R,,,1,0.8,,,L,6376.88,0.03,,1.2,0.1,0.24,D,6377.28,0.67,,8.7,0.6,0.26,D,6377.1,0.34,,2.6,0.5,0.26,D,6376.91,0.16,,5.2,0.6,0.29,D,6376.91,0.16,,5.2,0.6,0.29,D,6377.18,0.58,,24.1,0.5,0.29,D,6377.12,0.69,,28.2,1.1,0.32,D,6376.95,0.7,,4.4,0.1,0.27,D,6377.27,0.43,,11.4,0.3,0.22,D,6377.11,0.62,,4.1,0.3,0.21,D,6377,0.51,,12.9,0.4,0.23,D,6376.98,0.78,,14.2,0.3,0.26,D,6376.99,0.67,,17.5,0.6,0.24,D,6377.08,0.69,,10.9,0.1,0.25,D,6377.07,0.13,,4.5,0.2,0.28,D,6377.17,0.66,,8.2,1,0.29,D
304,6379.25 ,30.01 ,0.64 ,12.32 ,0.26 ,6379.16,0.73,,80.3,0.5,0.27,D,6379.2,0.61,,72.8,1.3,0.26,D,6379.21,0.56,,35.5,0.2,0.22,D,6379.25,0.61,,56.6,0.6,0.26,D,6379.16,0.64,,2.7,0.2,0.2,D,6379.23,0.58,,41.9,0.6,0.23,D,6379.27,0.6,,28.2,0.4,0.24,D,6379.23,0.58,,31,0.8,0.23,D,,,,,,,R,6379.24,0.61,,3.2,0.3,0.2,D,6379.52,0.63,,88.6,0.6,0.29,D,6379.26,0.69,,31,0.3,0.29,D,6379.26,0.65,,25.2,0.9,0.27,D,6379.26,0.65,,25.2,0.9,0.27,D,6379.33,0.66,,224.4,0.5,0.27,D,6379.19,0.72,,192.8,1.1,0.3,D,6379.25,0.63,,41.1,0.3,0.27,D,6379.36,0.66,,112.7,0.4,0.32,D,6379.3,0.58,,19.6,0.5,0.22,D,,,,,,,R,6379.26,0.65,,94.4,0.4,0.26,D,6379.23,0.68,,156.3,1,0.31,D,6379.28,0.59,,93.6,0.3,0.23,D,6379.26,0.62,,40.8,0.7,0.27,D,6379.38,0.68,,55.8,0.9,0.33,D
305,6384.91 ,25.93 ,0.55 ,10.29 ,0.22 ,,,,,,,R,,,1,2.8,,,L,,,1,0.6,,,L,6384.88,0.52,,1.7,0.3,0.18,D,,,1,0.7,,,L,,,1,1.6,,,L,,,1,1,,,L,,,1,2.6,,,L,,,1,0.6,,,L,,,1,1,,,L,6385.02,0.84,,8.6,0.6,0.34,D,,,,,,,R,6384.92,0.21,,2.1,0.5,0.2,D,6384.92,0.21,,2.1,0.5,0.2,D,6385.02,0.55,,7,0.8,0.21,D,6384.81,0.69,,9.5,0.9,0.23,D,6384.87,0.43,,12.3,0.2,0.23,D,6385.19,0.58,1,4.6,0.3,0.22,C,,,1,1.4,,,L,6384.74,0.62,,2.6,0.4,0.23,D,6384.92,0.49,,2.8,0.9,0.16,D,6384.84,0.68,,4.6,0.8,0.26,D,6384.96,0.45,,2.3,0.3,0.16,D,,,1,1.6,,,L,,,,,,,R
306,6397.04 ,59.75 ,1.27 ,23.10 ,0.49 ,6396.92,1.33,,30.1,0.9,0.52,D,,,1,7.2,,,L,6396.88,0.87,,6,0.2,0.35,D,6396.88,0.8,,11.7,0.6,0.37,D,6397.09,1.35,,2.4,0.7,0.41,D,6397.12,1.33,,10.8,0.6,0.45,D,6397,1.23,,9.6,0.6,0.46,D,6397.1,1.13,,16.4,2.3,0.61,D,6396.94,1.17,,1.8,0.3,0.36,D,6396.59,2.05,,4.5,0.7,0.6,D,6397.37,1.32,,41.7,0.5,0.53,D,6397.03,1.28,,13.6,2.1,0.41,D,6396.79,1.79,,5.5,1.2,0.55,D,6396.79,1.79,,5.5,1.2,0.55,D,6397.03,1.05,,39.9,0.5,0.41,D,6397.04,1.25,1,61.7,1.6,0.49,C,,,,,,,R,6397.48,1.89,,54.6,1,0.73,D,6397.21,1.44,,8.7,0.7,0.54,D,6396.88,1.26,1,23.2,0.7,0.44,C,6396.93,1.16,,29.3,1.3,0.52,D,,,,,,,R,6397.11,1.19,,24.7,1,0.5,D,6397.05,0.81,,9.6,0.3,0.53,D,6397.1,0.98,,14.9,0.6,0.46,D
307,6400.49 ,35.65 ,0.76 ,13.95 ,0.30 ,6400.41,0.85,,6.5,0.2,0.31,D,,,1,2.6,,,L,6400.36,0.82,1,2.8,0.1,0.27,C,6400.45,0.78,,4.2,0.1,0.25,D,,,1,1,,,L,6400.41,0.68,,4.4,0.2,0.25,D,6400.5,0.64,,1.9,0.3,0.26,D,6400.41,0.81,,5.2,0.7,0.26,D,6400.46,0.88,,1.6,0.2,0.26,D,6400.28,0.92,,2.3,0.2,0.34,D,6400.75,0.31,,7.5,0.7,0.25,D,,,,,,,R,6400.82,0.84,,5.3,0.4,0.31,D,6400.82,0.84,,5.3,0.4,0.31,D,6400.53,0.89,,18.6,0.4,0.35,D,6400.42,0.81,,16.9,1,0.27,D,,,1,1.5,,,L,6400.62,0.7,,9.5,0.5,0.3,D,6400.59,0.87,,4.6,0.7,0.36,D,,,,,,,R,6400.49,0.65,,7.8,0.4,0.29,D,6400.42,0.72,,11.8,0.4,0.28,D,6400.42,0.73,,7.5,0.1,0.33,D,6400.69,0.42,,3.9,0.3,0.33,D,6400.9,0.32,1,1.2,0.2,0.04,C
308,6410.25 ,28.20 ,0.60 ,11.26 ,0.24 ,6410.21,0.8,,6.3,0.4,0.33,D,6410.2,0.87,,7.6,1.1,0.25,D,,,1,1.4,,,L,6410.22,0.59,,2.5,0.3,0.19,D,,,1,0.5,,,L,6410.12,0.7,,1.9,0.3,0.21,D,6410.39,0.68,,2.8,0.3,0.36,D,,,1,3,,,L,,,1,1,,,L,,,1,0.8,,,L,6410.59,0.67,,3.1,0.2,0.28,D,,,1,3.2,,,L,,,1,1.4,,,L,,,1,1.4,,,L,6410.27,0.61,,9.3,0.4,0.25,D,6410.18,0.56,,4.4,0.6,0.24,D,,,1,1.9,,,L,6410.3,0.6,,3.9,0.2,0.24,D,,,1,1,,,L,6410.28,0.5,,1.6,0.5,0.15,D,6410.25,0.45,,4.8,0.8,0.24,D,6410.3,0.46,,6.1,0.3,0.22,D,6410.2,0.59,,5.1,0.2,0.19,D,6410.1,0.43,,3.7,0.2,0.26,D,,,1,1,,,L
309,6412.37 ,356.65 ,7.62 ,153.45 ,3.28 ,,,,,,,R,,,1,77.1,,,L,6411.34,8.26,,65,5.5,3.69,D,6411.03,7.93,,47.3,7.3,3.2,D,,,,,,,R,,,1,28.5,,,L,,,,,,,R,6414.13,3.57,,97,15.1,4.72,D,,,,,,,R,6413.17,12.15,,34.7,6.5,4.02,D,6413.12,4.07,,68.1,8.5,3.15,D,,,,,,,R,6411.47,11.26,,90.8,9.9,3.53,D,6411.47,11.26,,90.8,9.9,3.53,D,,,,,,,R,6412.64,10.57,,95,20.5,3.06,D,,,1,31.8,,,L,6413.47,4.47,1,118.6,12.5,2.75,C,6411.86,6.6,,56.8,5.8,2.58,D,6411.76,6.85,,71.4,10.3,2.21,D,,,,,,,R,6411.84,5.28,,103,12.2,2.56,D,,,,,,,R,,,,,,,R,,,,,,,R
310,6414.08 ,39.02 ,0.83 ,14.65 ,0.31 ,6413.75,1.23,,12.7,0.8,0.4,D,,,1,3.2,,,L,6414.21,0.86,,3.6,0.3,0.28,D,6414.06,0.85,,4.6,0.4,0.25,D,6414.17,0.69,,6.6,0.5,0.46,D,6414.32,0.51,,2.1,0.4,0.18,D,6414.06,0.78,,3,0.4,0.26,D,6414.24,1.3,,12,0.6,0.46,D,6414.29,0.98,,2.3,0.2,0.32,D,,,1,1.3,,,L,6414.02,0.85,,9.8,0.5,0.41,D,,,,,,,R,,,1,3.5,,,L,,,1,3.5,,,L,6414.16,0.77,,14.2,0.5,0.32,D,6413.82,1.14,,9.8,1,0.35,D,,,,,,,R,6414.05,0.75,,14.8,0.2,0.32,D,6414.08,0.84,,3.6,0.3,0.27,D,6414.01,0.81,,4.7,0.6,0.32,D,6413.92,0.7,,6.9,0.5,0.26,D,6414,0.56,,5.8,0.4,0.22,D,6414.19,0.95,,6.9,0.5,0.32,D,6413.97,0.47,,2.8,0.7,0.24,D,,,,,,,R
311,6415.30 ,33.34 ,0.71 ,13.37 ,0.29 ,,,,,,,R,,,1,2.3,,,L,6415.09,0.47,,0.9,0.3,,D,6415.28,0.63,,2.5,0.4,0.2,D,6415.41,,,2.9,0.3,0.3,D,,,1,1.1,,,L,,,1,1.1,,,L,,,1,2.4,,,L,,,1,0.5,,,L,,,1,0.6,,,L,,,1,1.7,,,L,,,,,,,R,,,1,2.2,,,L,,,1,2.2,,,L,6415.26,0.64,,4.9,0.1,0.23,D,6415.4,1.45,,8.1,0.8,0.46,D,6415.46,0.42,,2.7,0.4,0.18,D,6415.4,1.04,,10.2,0.7,0.39,D,,,1,0.6,,,L,,,1,1.2,,,L,6415.29,0.85,1,4.8,0.6,0.28,C,6415.26,0.69,,3.5,0.4,0.22,D,6415.32,0.7,,4.7,0.1,0.24,D,6415.2,0.73,,3.2,0.5,0.32,D,,,,,,,R
312,6417.13 ,39.55 ,0.85 ,17.30 ,0.37 ,,,,,,,R,,,1,7.2,,,L,,,1,2.1,,,L,,,1,2.2,,,L,6416.96,0.39,,6.4,0.4,0.5,D,,,1,2,,,L,,,1,1.5,,,L,,,,,,,R,,,1,1.9,,,L,,,1,1.8,,,L,,,1,1.7,,,L,,,,,,,R,6417.39,1.11,1,6.6,1.8,0.34,C,6417.39,1.11,1,6.6,1.8,0.34,C,6417.12,1.15,,5.6,0.8,0.39,D,,,1,4.8,,,L,,,,,,,R,6417.06,1.05,1,14.5,0.5,0.43,C,,,1,1.1,,,L,6417.37,0.09,,3.8,0.5,0.31,D,6416.98,0.99,,8.3,0.4,0.41,D,,,1,3.3,,,L,6417.05,1.08,,5.6,0.4,0.36,D,6417.12,0.92,,5.9,0.4,0.38,D,,,,,,,R
313,6418.64 ,32.68 ,0.70 ,13.01 ,0.28 ,6418.64,0.75,,4.4,0.7,0.24,D,,,1,4.2,,,L,,,1,1.4,,,L,,,1,0.9,,,L,6418.49,0,,8.2,0.4,0.4,D,,,1,1.1,,,L,,,1,1,,,L,6418.38,1,,6.1,0.9,0.36,D,,,1,1.3,,,L,,,1,1.1,,,L,6418.71,0.51,,2.3,0.4,0.19,D,,,1,1.9,,,L,,,1,2.6,,,L,,,1,2.6,,,L,6418.71,0.73,,7.6,0.4,0.26,D,6418.58,0.7,,6.8,0.6,0.27,D,,,1,1.6,,,L,6418.65,0.74,,6.4,0.6,0.3,D,6418.82,0.12,,2,0.3,0.23,D,6418.69,1.14,,17.1,0.7,0.47,D,6418.58,0.56,,4.5,0.2,0.21,D,6418.67,0.77,,8.1,0.4,0.3,D,6418.66,0.58,,4,0.8,0.23,D,6418.63,0.79,,2.6,0.4,0.28,D,,,,,,,R
